project,metadata_feature,metadata_column,metadata_type,bacteria_name,correlation_coefficient,p_value,n_samples,p_value_fdr
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB38642,o__OFGB38642",-0.13844067668981586,0.24278388962369685,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1011,o__OFGB1011",0.28632359126665113,0.014058012158592892,73,0.6797984787640996
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2881,o__OFGB2881",0.08813011788660331,0.4584314768777771,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales",0.04911910008678845,0.679841409683753,73,0.9417261496505217
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales",-0.19967692512366725,0.09032286553683908,73,0.8295339583093726
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3069,o__OFGB3069",0.16789376169885317,0.15565815645423145,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2834,o__OFGB2834",0.13142406340388083,0.2677226192289306,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB82363,o__OFGB82363",0.16299043524876147,0.16826875661927368,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2890,o__OFGB2890",-0.009587562473122962,0.9358363031919328,73,0.9975690834025093
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB3023,o__OFGB3023",0.2265582294113074,0.053923887488157074,73,0.820718394080873
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1374,o__OFGB1374",0.18867947442376515,0.10989860536884165,73,0.8524818420653772
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2917,o__OFGB2917",0.09580206125797028,0.42009159466130036,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB2936,o__OFGB2936",0.114581711276112,0.3344078913583442,73,0.8929425805372807
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Actinobacteria,c__Actinomycetia,o__Actinomycetales",0.5996205774959044,2.075974970261579e-08,73,0.00018868277007836207
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB1262,o__OFGB1262",-0.006848258909373544,0.9541450664013654,73,0.9981780879770644
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB24517,o__OFGB24517",0.22353814293526397,0.05729173080873205,73,0.820718394080873
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Candidatus_Melainabacteria,c__Candidatus_Melainabacteria_unclassified,o__Candidatus_Gastranaerophilales",0.23881324065216886,0.041876301595403474,73,0.820718394080873
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB45555,o__OFGB45555",0.06574328552998603,0.5805275635086802,73,0.9261006092779492
PRJNA1247940_Pregnant_SG,batch,batch,numeric,"k__Bacteria,p__Firmicutes,c__CFGB9238,o__OFGB9238",0.36755741770863337,0.001379144787406919,73,0.35185612855138415
