SampleID,Unassigned,Bacteria,Bacteria;Actinobacteria,Bacteria;Bacteroidetes,Bacteria;Firmicutes,Bacteria;Proteobacteria
SRR25446140,41.71976336654637,58.22546094041642,0.0,0.010757157682122072,0.001747450942248651,0.04227108441284589
SRR25446141,26.45506696555256,73.39287184902558,0.0,0.006874315835615145,0.0011167010877069145,0.14407016849852586
SRR25446143,23.16406210214469,76.75086165233314,0.0,0.007257491605025792,0.0017684193517923106,0.07605033456534072
SRR25446144,33.799912768338544,48.63700467260428,0.0,0.0,0.0,17.56308255905718
SRR25446145,29.08492528809983,70.8182696822093,0.0,0.0,0.0,0.09680502969087436
SRR25446146,21.304546249440705,78.64959677300246,0.0328053762521987,0.013051601304638191,0.0,0.0
SRR25446147,40.5668259814444,58.84242446680828,0.0,0.006373380667688677,0.0,0.5843761710796236
SRR25446149,18.935390821521757,80.92973422829488,0.0,0.020180886505272246,0.0014049824915710436,0.11328908118653837
SRR25446150,12.197111207482934,87.80288879251707,0.0,0.0,0.0,0.0
SRR25446151,27.974169759067617,72.01315013139208,0.0,0.012680109540315612,0.0,0.0
SRR25446152,46.249686906072924,50.03661542463117,0.0,0.0,0.0,3.713697669295897
SRR25446153,36.665631763942564,62.49798255644495,0.0,0.0,0.0018481648019820507,0.8345375148104868
SRR25446154,24.374450564563478,75.45950339385969,0.0,0.00794799803223454,0.0019366737563261452,0.15616136978827017
SRR25446155,42.24513976228318,56.666987483174935,0.014884406604031937,0.008882629747567445,0.0014429424742773318,1.0626627757160265
SRR25446156,38.77320563507713,61.0642229336573,0.021987542110606138,0.013121597711168179,0.001421028922432187,0.1260412625213619
SRR25446157,44.61137941191549,55.14088506621443,0.0,0.0,0.00223866896433434,0.24549685290573478
SRR25446158,53.20346533807546,46.0892818898401,0.0,0.006223193309951063,0.0,0.7010295787744872
SRR25446159,49.068436616069626,50.92411785659968,0.0,0.007445527330689207,0.0,0.0
SRR25446160,18.30593646905215,67.7640308127153,0.0,0.0,0.0,13.930032718232546
SRR25446162,45.67072041380088,41.65823143060488,0.0,0.0,0.0,12.671048155594239
SRR25446163,41.61303779057495,57.307833039762734,0.0,0.0,0.002567547034148443,1.0765616226281571
SRR25446167,51.11541746000079,47.762881503914464,0.0,0.004628644791974232,0.001503804246824816,1.1155685870459584
SRR25446169,41.946493785608425,57.95378615833408,0.0,0.013209186530001815,0.0,0.08651086952747668
SRR25446171,14.515304955833756,35.36424624730251,0.0,0.010106806138399526,0.0,50.11034199072534
